No.	NAME	G(N..N)	G(N..S)	G(O..I)	G(F..F)
1551	4-60	5.14971446990967	0	0	0
1552	4-17	0	0	0	0
1553	2-97	11.7886095046997	32.6281547546387	0	0
1554	4-14	3.86497402191162	0	0	0
1555	2-63	10.9789915084839	0	0	0
1556	3-10	0	0	0	0
1557	2-79	0	0	0	0
1558	2-56	0	0	0	0
1559	3-53	0	0	0	0
1560	4-12	0	0	0	0
1561	3-46	0	0	0	0
1562	2-25	0	0	0	0
1563	4-50	0	7.21939516067505	0	0
1564	2-98	7.42172908782959	21.2521820068359	0	0
1565	2-92	0	0	0	0
1566	3-30	2.36808395385742	0	0	0
1567	3-21	85.2628784179688	0	0	0
1568	2-64	3.48680710792542	0	0	0
1569	2-41	15.0162715911865	0	0	0
1570	2-84	0	0	0	0
1571	3-2	0	7.25675487518311	0	0
1572	3-15	0	0	0	0
1573	2-73	8.97029304504395	0	0	0
1574	2-84	0	0	0	0
1575	2-95	0	6.01207971572876	0	0
1576	2-69	0	0	41.6356086730957	0
1577	4-62	0	0	0	0
1578	2-71	0	0	0	0
1579	3-39	0	6.95175743103027	0	0
1580	4-62	0	0	0	0
1581	4-37a	0	0	0	0
1582	2-53	0	0	0	0
1583	2-25	0	0	0	0
1584	2-52	0	0	0	0
1585	3-50	0	0	0	0
1586	2-55	0	0	0	0
1587	2-82	0	0	0	0
1588	4-60	6.56849718093872	0	0	0
1589	3-36	0	7.36693334579468	0	0
1590	2-83	0	0	0	0
1591	3-21	76.6854705810547	0	0	0
1592	3-7	0	6.84056329727173	0	0
1593	3-6	0	7.13228368759155	0	0
1594	3-46	0	0	0	0
1595	2-76	0	0	0	0
1596	2-82	0	0	0	0
1597	2-86	0	0	0	0
1598	3-26	19.6531105041504	15.6250514984131	0	0
1599	2-43	0	0	0	0
1600	4-39	0	0	0	0
1601	2-32	0	0	0	0
1602	4-16	0	0	0	0
1603	2-51	0	3.13395881652832	0	0
1604	2-79	0	0	0	0
1605	2-37	0	0	0	0
1606	2-100	0	0	0	0
1607	2-93	0	0	0	0
1608	3-12	0	0	0	0
1609	2-84	0	0	0	0
1610	4-49	0	0	0	0
1611	2-38	6.5347728729248	0	0	0
1612	4-29	2.84819436073303	0	0	0
1613	4-27	0	0	0	0
1614	3-12	0	0	0	0
1615	2-36	0	0	0	0
1616	2-66	0	0	0	0
1617	3-11	0	0	0	0
1618	3-21	86.1380920410156	0	0	0
1619	4-2	6.64180994033813	0	0	0
1620	3-50	0	0	0	0
1621	3-25	20.5292892456055	15.9558944702148	0	0
1622	4-60	6.63521766662598	0	0	0
1623	3-30	2.37315988540649	0	0	0
1624	4-20	3.66904449462891	0	0	0
1625	2-5	0	0	0	0
1626	2-87	0	0	0	0
1627	3-6	0	7.2179913520813	0	0
1628	2-81	0	0	0	0
1629	2-84	0	0	0	0
1630	2-94	0	3.11886239051819	0	0
1631	2-79	0	0	0	0
1632	3-25	20.3736343383789	15.8808784484863	0	0
1633	4-46	7.89413690567017	9.3743782043457	0	0
1634	3-46	0	0	0	0
1635	2-54	0	0	0	0
1636	4-41	0	0	0	0
1637	2-25	0	0	0	0
1638	3-49	0	0	0	0
1639	2-43	0	0	0	0
1640	2-67	0	0	0	0
1641	4-43	73.5316390991211	0	0	0
1642	2-86	0	0	0	0
1643	2-86	0	0	0	0
1644	2-67	0	0	0	0
1645	3-21	83.3007202148438	0	0	0
1646	3-41	0	6.1419882774353	0	0
1647	4-6	0	0	0	0
1648	2-73	10.1117696762085	0	0	0
1649	2-96	0	3.18818879127502	0	0
1650	4-41	0	0	0	0
1651	3-26	19.1497039794922	15.4007663726807	0	0
1652	2-44	0	0	0	0
1653	2-98	7.53152704238892	20.8959350585938	0	0
1654	2-38	6.5578236579895	0	0	0
1655	4-3a	0	0	0	0
1656	2-35	6.53316831588745	0	0	0
1657	3-52	0	0	0	0
1658	2-79	0	0	0	0
1659	3-21	80.6674041748047	0	0	0
1660	2-90	0	0	0	0
1661	3-45	0	0	0	0
1662	3-15	0	0	0	0
1663	2-70	0	0	0	0
1664	3-26	18.6625785827637	15.1621894836426	0	0
1665	3-17	0	0	0	0
1666	3-49	0	0	0	0
1667	3-21	76.5195388793945	0	0	0
1668	2-36	0	0	0	0
1669	3-45	0	0	0	0
1670	3-45	0	0	0	0
1671	3-21	73.8170471191406	0	0	0
1672	4-20	2.94359183311462	0	0	0
1673	4-49	0	0	0	0
1674	3-31	0	0	0	0
1675	3-21	85.4852447509766	0	0	0
1676	3-21	69.8422164916992	0	0	0
1677	3-54	0	0	0	0
1678	3-26	19.0254192352295	14.5910959243774	0	0
1679	3-35	2.37182092666626	23.9636936187744	0	0
1680	2-76	0	0	0	0
1681	2-36	0	0	0	0
1682	2-42	0	0	0	0
1683	2-93	0	0	0	0
1684	2-60	0	0	0	0
1685	3-10	0	0	0	0
1686	2-42	0	0	0	0
1687	2-76	0	0	0	0
1688	4-3	0	0	0	0
1689	4-27	0	0	0	0
1690	Chloramphenicol	6.48757982254028	0	0	0
1691	3-40	0	7.1940655708313	0	0
1692	2-85	0	0	0	0
1693	2-68	0	0	0	0
1694	3-48	0	0	0	0
1695	2-84	0	0	0	0
1696	2-82	0	0	0	0
1697	2-86	0	0	0	0
1698	2-75	0	0	0	0
1699	2-73	8.81402206420898	0	0	0
1700	3-36	0	7.219482421875	0	0
1701	2-33	0	0	0	0
1702	2-36	0	0	0	0
1703	3-26	17.9567756652832	14.8905353546143	0	0
1704	3-25	20.2445545196533	15.7043199539185	0	0
1705	3-45	0	0	0	0
1706	2-68	0	0	0	0
1707	2-3	0	0	0	0
1708	2-97	11.8401136398315	32.1347579956055	0	0
1709	2-67	0	0	0	0
1710	3-49	0	0	0	0
1711	3-10	0	0	0	0
1712	4-50	0	7.35345697402954	0	0
1713	2-45	2.37218475341797	0	0	0
1714	3-35	2.36998796463013	21.2983341217041	0	0
1715	2-71	0	0	0	0
1716	4-29	3.6012134552002	0	0	0
1717	2-43	0	0	0	0
1718	4-50	0	6.90197896957397	0	0
1719	2-94	0	3.21675539016724	0	0
1720	2-70	0	0	0	0
1721	3-15	0	0	0	0
1722	2-27	0	0	0	0
1723	4-27	0	0	0	0
1724	2-96	0	3.13800644874573	0	0
1725	2-93	0	0	0	0
1726	3-11	0	0	0	0
1727	4-27	0	0	0	0
1728	2-16	0	0	0	0
1729	4-17	0	0	0	0
1730	2-88	0	0	0	0
1731	3-36	0	6.36849784851074	0	0
1732	4-62	0	0	0	0
1733	2-64	3.48258066177368	0	0	0
1734	2-67	0	0	0	0
1735	3-35	2.37199711799622	23.8915863037109	0	0
1736	2-52	0	0	0	0
1737	2-49	0	0	0	0
1738	2-25	0	0	0	0
1739	2-97	16.1110439300537	34.3790969848633	0	0
1740	Ampcillin	13.2945623397827	11.5223989486694	0	0
1741	4-52	6.47391700744629	0	0	0
1742	2-44	0	0	0	0
1743	4-31	19.6282062530518	10.2087802886963	0	0
1744	2-27	0	0	0	0
1745	2-81	0	0	0	0
1746	2-93	0	0	0	0
1747	2-76	0	0	0	0
1748	4-49	0	0	0	0
1749	3-49	0	0	0	0
1750	2-60	0	0	0	0
1751	2-44	0	0	0	0
1752	2-35	6.51655340194702	0	0	0
1753	3-12	0	0	0	0
1754	2-36	0	0	0	0
1755	2-43	0	0	0	0
1756	2-57	0	0	0	0
1757	2-60	0	0	0	0
1758	2-47	0	0	0	0
1759	2-93	0	0	0	0
1760	2-71	0	0	0	0
1761	2-85	0	0	0	0
1762	4-52	6.48861742019653	0	0	0
1763	4-49	0	0	0	0
1764	2-80	0	0	0	0
1765	2-87	0	0	0	0
1766	3-50	0	0	0	0
1767	4-2	6.62727737426758	0	0	0
1768	2-81	0	0	0	0
1769	4-6	0	0	0	0
1770	2-61	0	0	0	0
1771	3-49	0	0	0	0
1772	2-98	7.20694065093994	21.2346534729004	0	0
1773	3-12	0	0	0	0
1774	2-38	6.55802631378174	0	0	0
1775	2-65	0	0	0	0
1776	4-37a	0	0	0	0
1777	3-35	2.3715922832489	23.039966583252	0	0
1778	4-17	0	0	0	0
1779	2-90	0	0	0	0
1780	2-85	0	0	0	0
1781	2-46	0	0	0	0
1782	4-37a	0	0	0	0
1783	3-9	0	0	0	0
1784	2-80	0	0	0	0
1785	2-3	0	0	0	0
1786	2-29	0	0	0	0
1787	3-7	0	7.06392574310303	0	0
1788	4-49	0	0	0	0
1789	2-83	0	0	0	0
1790	3-44	0	0	0	0
1791	3-10	0	0	0	0
1792	2-32	0	0	0	0
1793	2-81	0	0	0	0
1794	3-50	0	0	0	0
1795	2-32	0	0	0	0
1796	Chloramphenicol	6.4012451171875	0	0	0
1797	2-43	0	0	0	0
1798	2-36	0	0	0	0
1799	2-44	0	0	0	0
1800	3-15	0	0	0	0
1801	2-42	0	0	0	0
1802	2-78	9.00397396087646	0	0	0
1803	3-7	0	6.83622884750366	0	0
1804	2-47	0	0	0	0
1805	2-34	5.77627754211426	0	0	0
1806	2-57	0	0	0	0
1807	3-11	0	0	0	0
1808	3-15	0	0	0	0
1809	3-50	0	0	0	0
1810	2-61	0	0	0	0
1811	2-87	0	0	0	0
1812	4-55a	7.40971231460571	0	0	0
1813	2-65	0	0	0	0
1814	3-12	0	0	0	0
1815	3-48	0	0	0	0
1816	2-16	0	0	0	0
1817	2-44	0	0	0	0
1818	4-55a	8.12870025634766	0	0	0
1819	2-67	0	0	0	0
1820	2-70	0	0	0	0
1821	3-29	0	0	0	0
1822	3-17	0	0	0	0
1823	2-45	2.37199091911316	0	0	0
1824	4-60	6.58743524551392	0	0	0
1825	2-58	0	0	0	0
1826	4-16	0	0	0	0
1827	4-41	0	0	0	0
1828	3-41	0	7.29450750350952	0	0
1829	4-51	7.09702396392822	0	0	0
1830	2-54	0	0	0	0
1831	2-84	0	0	0	0
1832	3-25	19.8877639770508	15.6072111129761	0	0
1833	2-88	0	0	0	0
1834	2-80	0	0	0	0
1835	4-62	0	0	0	0
1836	3-43	2.37145352363586	0	0	0
1837	3-29	0	0	0	0
1838	2-22	0	0	0	0
1839	2-76	0	0	0	0
1840	2-46	0	0	0	0
1841	2-81	0	0	0	0
1842	3-5	0	7.24026393890381	0	0
1843	3-43	2.37227535247803	0	0	0
1844	4-62	0	0	0	0
1845	4-16	0	0	0	0
1846	3-43	2.37135767936707	0	0	0
1847	3-10	0	0	0	0
1848	2-51	0	3.89946603775024	0	0
1849	2-38	6.55472612380981	0	0	0
1850	2-73	7.81475496292114	0	0	0
1851	2-46	0	0	0	0
1852	4-9	0	0	0	0
1853	4-55a	5.88061094284058	0	0	0
1854	2-85	0	0	0	0
1855	4-20	3.12715530395508	0	0	0
1856	3-41	0	7.36841297149658	0	0
1857	2-97	13.6917352676392	31.8286056518555	0	0
1858	2-29	0	0	0	0
1859	3-46	0	0	0	0
1860	3-36	0	7.39918422698975	0	0
1861	2-42	0	0	0	0
1862	2-79	0	0	0	0
1863	3-10	0	0	0	0
1864	2-44	0	0	0	0
1865	2-45	2.37292957305908	0	0	0
1866	2-10	14.4253072738647	0	0	0
1867	2-42	0	0	0	0
1868	2-78	7.9964861869812	0	0	0
1869	3-9	0	0	0	0
1870	2-76	0	0	0	0
1871	2-64	3.44481015205383	0	0	0
1872	4-27	0	0	0	0
1873	3-9	0	0	0	0
1874	2-88	0	0	0	0
1875	2-81	0	0	0	0
1876	2-92	0	0	0	0
1877	3-15	0	0	0	0
1878	3-25	19.7196655273438	15.5177745819092	0	0
1879	2-67	0	0	0	0
1880	3-40	0	6.91336822509766	0	0
1881	2-67	0	0	0	0
1882	4-62	0	0	0	0
1883	2-37	0	0	0	0
1884	3-12	0	0	0	0
1885	2-46	0	0	0	0
1886	2-22	0	0	0	0
1887	2-27	0	0	0	0
1888	4-49	0	0	0	0
1889	2-52	0	0	0	0
1890	2-29	0	0	0	0
1891	3-12	0	0	0	0
1892	4-31	16.2785034179688	10.3341188430786	0	0
1893	2-60	0	0	0	0
1894	3-19	0	0	0	0
1895	2-68	0	0	0	0
1896	2-56	0	0	0	0
1897	2-27	0	0	0	0
1898	2-98	6.63446044921875	21.278923034668	0	0
1899	4-14	3.09083914756775	0	0	0
1900	3-7	0	6.5885534286499	0	0
1901	2-49	0	0	0	0
1902	2-94	0	3.1098575592041	0	0
1903	2-93	0	0	0	0
1904	3-40	0	6.67929267883301	0	0
1905	2-90	0	0	0	0
1906	2-10	14.2775564193726	0	0	0
1907	2-34	5.77314805984497	0	0	0
1908	2-21	7.8425235748291	0	0	0
1909	4-3a	0	0	0	0
1910	3-45	0	0	0	0
1911	3-5	0	6.48847627639771	0	0
1912	2-22	0	0	0	0
1913	3-35	2.36688280105591	21.11572265625	0	0
1914	3-6	0	7.24573040008545	0	0
1915	2-63	11.1250982284546	0	0	0
1916	3-19	0	0	0	0
1917	2-86	0	0	0	0
1918	4-14	3.14783787727356	0	0	0
1919	2-48	0	0	0	0
1920	2-98	9.37079429626465	22.8206653594971	0	0
1921	4-50	0	7.3887619972229	0	0
1922	4-20	2.9210102558136	0	0	0
1923	2-58	0	0	0	0
1924	2-93	0	0	0	0
1925	2-32	0	0	0	0
1926	4-29	3.77719116210938	0	0	0
1927	3-36	0	6.98330593109131	0	0
1928	3-35	2.37038660049438	22.1609649658203	0	0
1929	3-41	0	7.13778305053711	0	0
1930	2-47	0	0	0	0
1931	3-7	0	6.54933547973633	0	0
1932	3-25	20.8180351257324	15.9229640960693	0	0
1933	3-15	0	0	0	0
1934	2-37	0	0	0	0
1935	4-9	0	0	0	0
1936	3-11	0	0	0	0
1937	3-11	0	0	0	0
1938	4-27	0	0	0	0
1939	4-12	0	0	0	0
1940	3-6	0	7.53762149810791	0	0
1941	3-49	0	0	0	0
1942	2-83	0	0	0	0
1943	3-48	0	0	0	0
1944	3-37	0	0	0	0
1945	2-67	0	0	0	0
1946	2-67	0	0	0	0
1947	3-40	0	7.31969547271729	0	0
1948	2-27	0	0	0	0
1949	2-88	0	0	0	0
1950	2-88	0	0	0	0
1951	2-23	0	0	0	0
1952	2-63	12.8295040130615	0	0	0
1953	2-90	0	0	0	0
1954	2-39	4.56986618041992	0	0	0
1955	3-12	0	0	0	0
1956	3-35	2.37225008010864	22.4843940734863	0	0
1957	3-44	0	0	0	0
1958	2-33	0	0	0	0
1959	2-42	0	0	0	0
1960	3-48	0	0	0	0
1961	2-46	0	0	0	0
1962	2-38	6.54590511322021	0	0	0
1963	4-27	0	0	0	0
1964	4-49	0	0	0	0
1965	2-52	0	0	0	0
1966	3-45	0	0	0	0
1967	2-78	7.42875909805298	0	0	0
1968	4-18	0	0	0	0
1969	3-10	0	0	0	0
1970	2-30	5.11157846450806	0	0	0
1971	2-87	0	0	0	0
1972	2-43	0	0	0	0
1973	3-45	0	0	0	0
1974	2-25	0	0	0	0
1975	4-62	0	0	0	0
1976	2-70	0	0	0	0
1977	2-82	0	0	0	0
1978	2-61	0	0	0	0
1979	2-48	0	0	0	0
1980	2-97	17.0660991668701	35.957649230957	0	0
1981	2-74	0	0	0	0
1982	4-29	2.80985498428345	0	0	0
1983	3-35	2.36933922767639	24.0991764068604	0	0
1984	3-43	2.37142109870911	0	0	0
1985	2-67	0	0	0	0
1986	3-46	0	0	0	0
1987	2-51	0	3.23078966140747	0	0
1988	4-27	0	0	0	0
1989	2-78	9.90149307250977	0	0	0
1990	2-74	0	0	0	0
1991	2-87	0	0	0	0
1992	3-41	0	7.30736827850342	0	0
1993	3-45	0	0	0	0
1994	2-40	0	0	0	0
1995	3-5	0	6.53837108612061	0	0
1996	2-22	0	0	0	0
1997	3-15	0	0	0	0
1998	2-40	0	0	0	0
1999	3-25	19.5286388397217	15.5882244110107	0	0
2000	2-43	0	0	0	0
2001	3-19	0	0	0	0
2002	3-45	0	0	0	0
2003	2-83	0	0	0	0
2004	2-92	0	0	0	0
2005	2-98	9.12378787994385	24.0290813446045	0	0
2006	3-10	0	0	0	0
2007	2-97	15.2858219146729	33.7224502563477	0	0
2008	3-48	0	0	0	0
2009	3-15	0	0	0	0
2010	2-51	0	3.90514135360718	0	0
2011	2-57	0	0	0	0
2012	2-69	0	0	42.1163711547852	0
2013	2-38	6.54557991027832	0	0	0
2014	2-70	0	0	0	0
2015	2-52	0	0	0	0
2016	3-11	0	0	0	0
2017	2-60	0	0	0	0
2018	2-49	0	0	0	0
2019	2-98	8.99904632568359	21.93430519104	0	0
2020	4-55a	7.82449674606323	0	0	0
2021	2-85	0	0	0	0
2022	2-34	5.77552366256714	0	0	0
2023	3-54	0	0	0	0
2024	2-22	0	0	0	0
2025	2-27	0	0	0	0
2026	2-10	14.4319181442261	0	0	0
2027	2-34	5.75931024551392	0	0	0
2028	4-47	2.93359470367432	0	0	0
2029	4-60	6.57641172409058	0	0	0
2030	2-81	0	0	0	0
2031	4-63	0	0	0	0
2032	2-49	0	0	0	0
2033	2-25	0	0	0	0
2034	3-6	0	6.4774923324585	0	0
2035	2-92	0	0	0	0
2036	2-76	0	0	0	0
2037	4-51	9.79579639434814	0	0	0
2038	3-44	0	0	0	0
2039	3-17	0	0	0	0
2040	4-59	0	0	0	0
2041	2-23	0	0	0	0
2042	2-22	0	0	0	0
2043	2-45	2.37085270881653	0	0	0
2044	3-40	0	6.5848593711853	0	0
2045	3-10	0	0	0	0
2046	4-31	19.9974632263184	10.0403318405151	0	0
2047	2-28	0	0	0	0
2048	2-68	0	0	0	0
2049	4-51	9.71436786651611	0	0	0
2050	2-90	0	0	0	0
2051	2-40	0	0	0	0
2052	3-37	0	0	0	0
2053	2-29	0	0	0	0
2054	3-53	0	0	0	0
2055	2-87	0	0	0	0
2056	2-29	0	0	0	0
2057	2-82	0	0	0	0
2058	2-60	0	0	0	0
2059	2-46	0	0	0	0
2060	2-51	0	3.89006280899048	0	0
2061	3-5	0	6.59538269042969	0	0
2062	2-84	0	0	0	0
2063	3-37	0	0	0	0
2064	4-9	0	0	0	0
2065	2-87	0	0	0	0
2066	2-92	0	0	0	0
2067	2-10	14.4499750137329	0	0	0
2068	2-48	0	0	0	0
2069	2-49	0	0	0	0
2070	2-45	2.37020182609558	0	0	0
2071	3-53	0	0	0	0
2072	3-31	0	0	0	0
2073	3-45	0	0	0	0
2074	3-37	0	0	0	0
2075	2-60	0	0	0	0
2076	2-75	0	0	0	0
2077	4-20	3.72780513763428	0	0	0
2078	2-76	0	0	0	0
2079	4-29	3.12699365615845	0	0	0
2080	3-19	0	0	0	0
2081	2-82	0	0	0	0
2082	3-43	2.37486147880554	0	0	0
2083	2-88	0	0	0	0
2084	2-48	0	0	0	0
2085	3-43	2.37094330787659	0	0	0
2086	3-25	18.7459831237793	15.1792345046997	0	0
2087	3-12	0	0	0	0
2088	2-51	0	3.98400378227234	0	0
2089	4-46	7.54265308380127	8.90054416656494	0	0
2090	2-29	0	0	0	0
2091	4-62	0	0	0	0
2092	2-83	0	0	0	0
2093	2-69	0	0	41.8667068481445	0
2094	2-3	0	0	0	0
2095	3-46	0	0	0	0
2096	2-88	0	0	0	0
2097	2-23	0	0	0	0
2098	2-51	0	4.10699844360352	0	0
2099	4-49	0	0	0	0
2100	2-67	0	0	0	0
2101	2-47	0	0	0	0
2102	2-49	0	0	0	0
2103	3-10	0	0	0	0
2104	2-48	0	0	0	0
2105	2-66	0	0	0	0
2106	3-19	0	0	0	0
2107	3-2	0	6.57071161270142	0	0
2108	4-3a	0	0	0	0
2109	4-20	3.68751955032349	0	0	0
2110	2-84	0	0	0	0
2111	3-49	0	0	0	0
2112	3-35	2.37356305122375	22.5356006622314	0	0
2113	2-64	3.43469309806824	0	0	0
2114	2-50	0	0	0	0
2115	4-63	0	0	0	0
2116	2-83	0	0	0	0
2117	2-68	0	0	0	0
2118	3-43	2.37127184867859	0	0	0
2119	3-44	0	0	0	0
2120	4-28	3.00395369529724	0	0	0
2121	3-9	0	0	0	0
2122	4-6	0	0	0	0
2123	4-31	19.5071220397949	10.1892852783203	0	0
2124	4-51	8.22386741638184	0	0	0
2125	3-52	0	0	0	0
2126	3-15	0	0	0	0
2127	3-6	0	7.2614631652832	0	0
2128	4-59	0	0	0	0
2129	2-27	0	0	0	0
2130	3-15	0	0	0	0
2131	2-69	0	0	47.2987518310547	0
2132	2-57	0	0	0	0
2133	3-10	0	0	0	0
2134	2-76	0	0	0	0
2135	3-12	0	0	0	0
2136	2-87	0	0	0	0
2137	2-33	0	0	0	0
2138	4-49	0	0	0	0
2139	4-47	2.94098258018494	0	0	0
2140	2-88	0	0	0	0
2141	4-55a	8.54652786254883	0	0	0
2142	2-29	0	0	0	0
2143	4-9	0	0	0	0
2144	2-93	0	0	0	0
2145	3-26	21.555965423584	16.1605396270752	0	0
2146	2-80	0	0	0	0
2147	3-7	0	6.56247568130493	0	0
2148	3-52	0	0	0	0
2149	2-57	0	0	0	0
2150	2-35	6.5419487953186	0	0	0
2151	2-73	8.65736293792725	0	0	0
2152	2-86	0	0	0	0
2153	3-53	0	0	0	0
2154	2-23	0	0	0	0
2155	2-48	0	0	0	0
2156	3-40	0	6.45660495758057	0	0
2157	4-41	0	0	0	0
2158	2-51	0	3.32292914390564	0	0
2159	2-27	0	0	0	0
2160	2-50	0	0	0	0
2161	2-85	0	0	0	0
2162	4-41	0	0	0	0
2163	2-79	0	0	0	0
2164	3-35	2.36939573287964	24.4233169555664	0	0
2165	2-69	0	0	46.7043952941895	0
2166	3-54	0	0	0	0
2167	2-27	0	0	0	0
2168	2-28	0	0	0	0
2169	2-35	6.54381561279297	0	0	0
2170	3-43	2.37400579452515	0	0	0
2171	2-48	0	0	0	0
2172	3-48	0	0	0	0
2173	2-66	0	0	0	0
2174	3-46	0	0	0	0
2175	2-69	0	0	41.6671676635742	0
2176	3-26	19.1657466888428	15.314001083374	0	0
2177	2-61	0	0	0	0
2178	3-41	0	6.65099382400513	0	0
2179	3-48	0	0	0	0
2180	3-54	0	0	0	0
2181	2-83	0	0	0	0
2182	2-92	0	0	0	0
2183	2-93	0	0	0	0
2184	3-52	0	0	0	0
2185	4-2	6.6414737701416	0	0	0
2186	4-51	8.25591278076172	0	0	0
2187	2-57	0	0	0	0
2188	2-28	0	0	0	0
2189	4-63	0	0	0	0
2190	2-85	0	0	0	0
2191	2-97	9.69156742095947	32.9525108337402	0	0
2192	2-98	7.40216302871704	21.0235977172852	0	0
2193	2-32	0	0	0	0
2194	3-5	0	6.6073751449585	0	0
2195	3-26	18.9148826599121	15.0505933761597	0	0
2196	4-27	0	0	0	0
2197	3-9	0	0	0	0
2198	2-50	0	0	0	0
2199	2-88	0	0	0	0
2200	2-16	0	0	0	0
2201	2-44	0	0	0	0
2202	2-80	0	0	0	0
2203	4-29	2.79493856430054	0	0	0
2204	2-66	0	0	0	0
2205	3-37	0	0	0	0
2206	3-54	0	0	0	0
2207	4-20	3.84585380554199	0	0	0
2208	2-45	2.37217259407043	0	0	0
2209	4-29	2.82299399375916	0	0	0
2210	2-32	0	0	0	0
2211	3-7	0	7.16387844085693	0	0
2212	2-57	0	0	0	0
2213	3-31	0	0	0	0
2214	4-47	3.75396084785461	0	0	0
2215	2-46	0	0	0	0
2216	3-7	0	6.595543384552	0	0
2217	3-11	0	0	0	0
2218	2-82	0	0	0	0
2219	2-45	2.37165236473084	0	0	0
2220	3-7	0	7.37523460388184	0	0
2221	3-52	0	0	0	0
2222	2-51	0	3.99140906333923	0	0
2223	3-7	0	7.40050029754639	0	0
2224	3-43	2.37571930885315	0	0	0
2225	4-20	3.74282479286194	0	0	0
2226	3-9	0	0	0	0
2227	2-88	0	0	0	0
2228	4-27	0	0	0	0
2229	2-60	0	0	0	0
2230	3-9	0	0	0	0
2231	4-27	0	0	0	0
2232	3-7	0	6.89792919158936	0	0
2233	2-38	6.5302300453186	0	0	0
2234	2-65	0	0	0	0
2235	2-57	0	0	0	0
2236	3-6	0	7.07434129714966	0	0
2237	3-11	0	0	0	0
2238	2-23	0	0	0	0
2239	2-88	0	0	0	0
2240	3-31	0	0	0	0
2241	3-9	0	0	0	0
2242	2-35	6.5302300453186	0	0	0
2243	Chloramphenicol	6.26685047149658	0	0	0
2244	2-78	8.51118564605713	0	0	0
2245	3-54	0	0	0	0
2246	2-45	2.37425565719604	0	0	0
2247	2-29	0	0	0	0
2248	3-12	0	0	0	0
2249	3-41	0	6.76747751235962	0	0
2250	4-41	0	0	0	0
2251	2-40	0	0	0	0
2252	2-85	0	0	0	0
2253	2-88	0	0	0	0
2254	2-66	0	0	0	0
2255	3-25	19.7902946472168	15.547269821167	0	0
2256	4-29	2.91078281402588	0	0	0
2257	2-64	3.42909240722656	0	0	0
2258	2-81	0	0	0	0
2259	3-43	2.36580848693848	0	0	0
2260	3-26	19.4813842773438	15.5984697341919	0	0
2261	2-86	0	0	0	0
2262	2-60	0	0	0	0
2263	4-46	7.84520387649536	8.84934139251709	0	0
2264	4-49	0	0	0	0
2265	2-90	0	0	0	0
2266	3-10	0	0	0	0
2267	2-74	0	0	0	0
2268	2-66	0	0	0	0
2269	3-52	0	0	0	0
2270	2-82	0	0	0	0
2271	2-40	0	0	0	0
2272	3-53	0	0	0	0
2273	2-43	0	0	0	0
2274	2-57	0	0	0	0
2275	3-52	0	0	0	0
2276	4-20	3.18634796142578	0	0	0
2277	3-36	0	7.36418867111206	0	0
2278	2-40	0	0	0	0
2279	2-92	0	0	0	0
2280	2-64	3.43643045425415	0	0	0
2281	2-50	0	0	0	0
2282	3-46	0	0	0	0
2283	Chloramphenicol	6.59734058380127	0	0	0
2284	2-84	0	0	0	0
2285	2-82	0	0	0	0
2286	2-69	0	0	41.414665222168	0
2287	3-7	0	7.01680707931519	0	0
2288	2-85	0	0	0	0
2289	3-31	0	0	0	0
2290	2-22	0	0	0	0
2291	2-87	0	0	0	0
2292	2-52	0	0	0	0
2293	2-82	0	0	0	0
2294	2-66	0	0	0	0
2295	2-97	15.0999069213867	33.3064613342285	0	0
2296	2-57	0	0	0	0
2297	3-7	0	6.79723215103149	0	0
2298	2-83	0	0	0	0
2299	3-11	0	0	0	0
2300	2-32	0	0	0	0
2301	2-38	6.50337266921997	0	0	0
2302	3-35	2.37303638458252	22.1588382720947	0	0
2303	4-47	3.76363825798035	0	0	0
2304	2-64	3.44930291175842	0	0	0
2305	4-2	6.63726711273193	0	0	0
2306	2-10	14.4628057479858	0	0	0
2307	2-28	0	0	0	0
2308	3-25	19.4749221801758	15.3605527877808	0	0
2309	2-93	0	0	0	0
2310	2-48	0	0	0	0
2311	3-53	0	0	0	0
2312	2-40	0	0	0	0
2313	2-45	2.37146782875061	0	0	0
2314	2-48	0	0	0	0
2315	4-20	3.78140902519226	0	0	0
2316	3-17	0	0	0	0
2317	2-42	0	0	0	0
2318	2-29	0	0	0	0
2319	2-40	0	0	0	0
2320	2-29	0	0	0	0
2321	3-48	0	0	0	0
2322	3-12	0	0	0	0
2323	2-33	0	0	0	0
2324	2-28	0	0	0	0
2325	3-43	2.37104368209839	0	0	0
2326	3-5	0	7.3709511756897	0	0
2327	4-29	2.79226779937744	0	0	0
2328	2-69	0	0	47.6565742492676	0
2329	3-49	0	0	0	0
2330	2-51	0	4.03972387313843	0	0
2331	3-48	0	0	0	0
2332	2-23	0	0	0	0
2333	4-59	0	0	0	0
2334	2-35	6.53699731826782	0	0	0
2335	2-10	14.3857927322388	0	0	0
2336	2-68	0	0	0	0
2337	3-46	0	0	0	0
2338	2-80	0	0	0	0
2339	3-12	0	0	0	0
2340	2-35	6.5312819480896	0	0	0
2341	2-60	0	0	0	0
2342	4-62	0	0	0	0
2343	2-82	0	0	0	0
2344	2-61	0	0	0	0
2345	4-51	9.56534957885742	0	0	0
2346	2-80	0	0	0	0
2347	2-10	14.2624549865723	0	0	0
2348	2-50	0	0	0	0
2349	2-43	0	0	0	0
2350	3-37	0	0	0	0
2351	3-11	0	0	0	0
