No.	NAME	WHALES00_Rem	WHALES10_Rem	WHALES20_Rem	WHALES30_Rem	WHALES40_Rem	WHALES50_Rem	WHALES60_Rem	WHALES70_Rem	WHALES80_Rem	WHALES90_Rem	WHALES100_Rem	WHALES00_Isol	WHALES10_Isol	WHALES30_Isol	WHALES40_Isol	WHALES60_Isol	WHALES70_Isol	WHALES80_Isol	WHALES90_Isol	WHALES100_Isol	WHALES00_IR	WHALES10_IR	WHALES20_IR	WHALES30_IR	WHALES40_IR	WHALES50_IR	WHALES90_IR	WHALES100_IR
2083	2-88	-2.094	-1.63	-1.37	-0.813	-0.764	-0.611	0.486	0.605	0.92	1.224	1.625	-0.34	-0.145	-0.075	-0.071	0.046	0.086	0.098	0.191	0.291	-0.285	-0.168	-0.111	-0.06	-0.048	-0.038	0.214	0.802
2084	2-48	-1.863	-1.554	-1.203	-1.06	-0.828	-0.696	-0.511	0.295	0.558	0.849	1.373	-0.158	-0.124	-0.067	-0.052	-0.027	0.052	0.088	0.115	0.147	-0.185	-0.152	-0.12	-0.079	-0.052	-0.031	0.23	0.526
2085	3-43	-2.805	-1.973	-1.238	-1.163	-1.03	-0.792	0.234	0.766	0.973	1.089	1.596	-0.364	-0.284	-0.224	-0.108	0.033	0.184	0.261	0.324	0.439	-0.651	-0.265	-0.205	-0.167	-0.091	-0.044	0.355	1.042
2086	3-25	-2.392	-1.742	-1.008	-0.929	-0.663	-0.375	0.363	0.711	0.913	1.121	2.085	-0.173	-0.092	-0.05	-0.041	0.03	0.038	0.054	0.091	0.274	-0.204	-0.109	-0.073	-0.044	-0.035	-0.024	0.13	0.203
2087	3-12	-2.712	-1.497	-1.294	-1.12	-1.023	-0.911	-0.736	-0.562	0.081	0.673	1.063	-0.25	-0.181	-0.139	-0.118	-0.067	-0.051	0.043	0.132	0.142	-0.481	-0.208	-0.176	-0.129	-0.124	-0.088	0.195	0.365
2088	2-51	-2.158	-1.704	-1.435	-1.045	-0.863	-0.682	-0.642	0.059	0.467	0.834	1.368	-0.216	-0.126	-0.073	-0.065	-0.038	0.016	0.078	0.119	0.166	-0.259	-0.148	-0.113	-0.078	-0.061	-0.044	0.162	0.524
2089	4-46	-2.143	-1.805	-1.608	-1.163	-1.09	-0.946	-0.642	-0.533	0.262	0.508	1.209	-0.254	-0.204	-0.156	-0.139	-0.113	-0.081	0.124	0.154	0.243	-0.469	-0.232	-0.169	-0.143	-0.13	-0.122	0.282	0.929
2090	2-29	-2.532	-1.81	-1.674	-1.24	-1.156	-0.694	0.42	0.592	0.696	1.145	2.461	-0.175	-0.166	-0.131	-0.111	0.13	0.159	0.189	0.216	0.248	-0.248	-0.149	-0.099	-0.075	-0.066	-0.061	0.374	0.593
2091	4-62	-2.913	-2.201	-1.81	-1.626	-1.469	-1.061	-0.923	-0.803	-0.391	0.633	1.324	-0.395	-0.301	-0.181	-0.173	-0.142	-0.117	-0.015	0.17	0.237	-0.35	-0.253	-0.216	-0.17	-0.152	-0.092	0.198	0.479
2092	2-83	-2.551	-1.67	-1.362	-1.13	-0.953	-0.685	0.16	0.497	0.689	0.798	1.428	-0.203	-0.162	-0.072	-0.053	0.03	0.074	0.11	0.134	0.187	-0.318	-0.167	-0.101	-0.065	-0.048	-0.026	0.222	0.674
2093	2-69	-2.296	-1.816	-1.591	-1.413	-0.842	-0.35	0.449	0.668	0.79	1.024	1.834	-0.253	-0.178	-0.103	-0.073	0.053	0.102	0.144	0.182	0.249	-0.444	-0.138	-0.098	-0.079	-0.047	-0.032	0.377	0.815
2094	2-3	-3.571	-1.336	-1.19	-1.076	-0.899	-0.818	-0.771	-0.578	-0.416	0.434	0.681	-0.206	-0.186	-0.12	-0.108	-0.087	-0.08	-0.059	0.12	0.226	-0.84	-0.239	-0.193	-0.178	-0.146	-0.093	0.276	0.332
2095	3-46	-2.239	-1.532	-1.181	-1.095	-0.884	-0.797	-0.4	0.363	0.583	0.996	1.8	-0.32	-0.196	-0.141	-0.128	-0.038	0.094	0.133	0.159	0.206	-0.365	-0.255	-0.222	-0.176	-0.106	-0.041	0.276	0.438
2096	2-88	-2.146	-1.64	-1.331	-0.826	-0.743	-0.601	0.479	0.606	0.913	1.235	1.609	-0.25	-0.151	-0.087	-0.071	0.049	0.081	0.108	0.19	0.246	-0.223	-0.191	-0.112	-0.07	-0.059	-0.037	0.214	0.956
2097	2-23	-1.69	-1.549	-1.262	-1.081	-0.743	-0.572	-0.194	0.403	0.636	0.792	0.875	-0.179	-0.164	-0.074	-0.049	-0.01	0.073	0.121	0.139	0.141	-0.548	-0.176	-0.12	-0.085	-0.044	-0.032	0.246	0.455
2098	2-51	-2.21	-1.7	-1.51	-1.191	-1.005	-0.76	-0.638	0.075	0.464	1.008	1.288	-0.193	-0.129	-0.074	-0.062	-0.039	0.02	0.097	0.135	0.176	-0.273	-0.144	-0.123	-0.088	-0.045	-0.037	0.179	0.562
2099	4-49	-1.817	-1.553	-1.498	-1.309	-1.239	-1.067	-0.936	-0.609	-0.352	0.51	0.978	-0.242	-0.153	-0.12	-0.095	-0.078	-0.067	-0.052	0.118	0.132	-0.458	-0.246	-0.145	-0.105	-0.079	-0.072	0.142	0.496
2100	2-67	-2.606	-1.816	-1.33	-1.155	-0.774	-0.683	-0.538	0.381	0.562	0.72	1.37	-0.251	-0.17	-0.151	-0.114	-0.065	0.065	0.139	0.191	0.234	-0.236	-0.227	-0.213	-0.123	-0.093	-0.065	0.312	0.996
2101	2-47	-2.042	-1.828	-1.54	-1.312	-0.964	-0.616	-0.278	0.491	0.722	0.897	1.368	-0.22	-0.18	-0.116	-0.098	-0.018	0.106	0.126	0.153	0.242	-0.387	-0.259	-0.112	-0.091	-0.073	-0.048	0.315	1.008
2102	2-49	-1.92	-1.62	-1.383	-0.996	-0.965	-0.751	-0.624	0.158	0.491	0.762	0.941	-0.239	-0.182	-0.103	-0.092	-0.042	0.058	0.149	0.177	0.252	-0.392	-0.195	-0.136	-0.11	-0.082	-0.068	0.39	0.546
2103	3-10	-2.305	-1.57	-1.252	-0.922	-0.889	-0.769	-0.675	-0.562	0.346	0.828	1.6	-0.24	-0.185	-0.125	-0.093	-0.06	-0.053	0.054	0.143	0.246	-0.781	-0.213	-0.173	-0.132	-0.11	-0.093	0.191	0.289
2104	2-48	-2.011	-1.556	-1.374	-1.019	-0.946	-0.676	-0.584	0.322	0.687	0.901	1.648	-0.198	-0.128	-0.079	-0.057	-0.031	0.054	0.089	0.11	0.163	-0.209	-0.178	-0.111	-0.082	-0.056	-0.041	0.172	0.468
2105	2-66	-1.935	-1.696	-1.309	-1.136	-0.912	-0.73	-0.546	0.264	0.675	0.881	1.324	-0.155	-0.113	-0.062	-0.058	-0.039	0.037	0.067	0.113	0.214	-0.211	-0.144	-0.122	-0.083	-0.052	-0.032	0.16	0.846
2106	3-19	-3.264	-1.578	-1.296	-1.139	-1.068	-0.974	-0.813	-0.729	0.115	0.411	1.228	-0.235	-0.193	-0.116	-0.101	-0.083	-0.065	0.112	0.189	0.385	-0.272	-0.187	-0.154	-0.135	-0.12	-0.082	0.366	0.935
2107	3-2	-3.075	-2.4	-1.419	-1.208	-0.925	-0.871	-0.585	0.498	0.572	1.114	1.603	-0.315	-0.147	-0.096	-0.079	-0.038	0.06	0.093	0.178	0.241	-0.227	-0.189	-0.154	-0.094	-0.046	-0.029	0.297	0.565
2108	4-3a	-1.865	-1.807	-1.593	-1.491	-1.014	-0.901	-0.764	-0.372	0.368	0.605	0.876	-0.254	-0.193	-0.135	-0.123	-0.079	-0.06	0.122	0.195	0.209	-0.772	-0.193	-0.144	-0.13	-0.113	-0.09	0.295	0.61
2109	4-20	-3.96	-2.598	-2.229	-1.753	-1.054	-0.567	0.445	0.518	0.674	0.845	0.973	-0.317	-0.271	-0.21	-0.193	0.127	0.168	0.218	0.277	0.305	-0.988	-0.196	-0.128	-0.101	-0.083	-0.057	0.481	0.583
2110	2-84	-2.236	-1.776	-1.443	-1.027	-0.882	-0.718	-0.509	0.33	0.771	0.908	1.416	-0.229	-0.149	-0.093	-0.056	-0.028	0.055	0.098	0.138	0.197	-0.309	-0.165	-0.101	-0.075	-0.062	-0.035	0.231	0.466
2111	3-49	-1.99	-1.559	-1.325	-1.021	-0.862	-0.676	-0.458	0.341	0.648	0.819	1.693	-0.2	-0.186	-0.115	-0.087	-0.043	0.089	0.127	0.138	0.145	-0.573	-0.182	-0.156	-0.144	-0.096	-0.046	0.235	0.44
2112	3-35	-3.908	-2.191	-1.515	-1.24	-0.943	-0.73	0.187	0.653	0.741	1.046	1.553	-0.352	-0.246	-0.12	-0.086	0.012	0.062	0.13	0.182	0.287	-0.407	-0.259	-0.231	-0.112	-0.053	-0.023	0.234	0.507
2113	2-64	-2.182	-1.514	-1.349	-1.02	-0.757	-0.631	-0.513	0.326	0.648	0.901	1.484	-0.215	-0.136	-0.092	-0.075	-0.028	0.074	0.123	0.145	0.2	-0.316	-0.167	-0.129	-0.101	-0.067	-0.051	0.22	0.749
2114	2-50	-2.603	-1.679	-1.335	-1.143	-0.968	-0.864	-0.675	0.022	0.501	0.754	1.659	-0.253	-0.145	-0.094	-0.087	-0.052	0.002	0.093	0.157	0.189	-0.302	-0.18	-0.126	-0.099	-0.069	-0.053	0.239	0.532
2115	4-63	-1.659	-1.633	-1.551	-1.376	-1.294	-0.866	-0.822	-0.785	-0.657	-0.389	0.268	-0.165	-0.16	-0.137	-0.123	-0.09	-0.086	-0.07	-0.048	0.238	-0.427	-0.41	-0.156	-0.147	-0.115	-0.094	-0.031	0.889
2116	2-83	-2.912	-2.07	-1.481	-1.298	-0.908	-0.726	0.159	0.497	0.69	0.844	1.39	-0.187	-0.132	-0.093	-0.068	0.012	0.077	0.119	0.145	0.178	-0.307	-0.132	-0.096	-0.064	-0.054	-0.034	0.272	0.538
2117	2-68	-2.021	-1.423	-1.166	-1.016	-0.737	-0.596	-0.158	0.46	0.718	1.089	1.361	-0.144	-0.123	-0.092	-0.083	-0.005	0.06	0.089	0.118	0.143	-0.253	-0.209	-0.133	-0.089	-0.081	-0.048	0.211	0.531
2118	3-43	-3.554	-2.244	-1.529	-1.163	-0.903	-0.777	0.246	0.604	0.683	0.807	1.357	-0.507	-0.455	-0.202	-0.128	0.067	0.157	0.165	0.223	0.326	-0.592	-0.243	-0.166	-0.153	-0.106	-0.043	0.334	0.513
2119	3-44	-3.324	-2.157	-1.47	-1.07	-0.87	-0.813	0.358	0.456	0.946	1.279	2.726	-0.337	-0.273	-0.21	-0.15	0.087	0.19	0.242	0.29	0.374	-0.365	-0.206	-0.131	-0.12	-0.112	-0.084	0.589	0.768
2120	4-28	-1.722	-1.666	-1.487	-1.202	-0.902	-0.043	0.48	0.549	1.456	1.813	2.035	-0.317	-0.257	-0.071	-0.058	0.077	0.091	0.11	0.126	0.278	-0.405	-0.224	-0.115	-0.054	-0.042	0	0.179	0.271
2121	3-9	-3.296	-1.249	-1.192	-1.048	-0.848	-0.788	-0.719	-0.579	-0.237	0.487	1.827	-0.187	-0.178	-0.112	-0.108	-0.083	-0.074	-0.053	0.14	0.307	-0.751	-0.231	-0.177	-0.149	-0.14	-0.094	0.286	0.298
2122	4-6	-2.113	-1.618	-1.307	-1.207	-0.899	-0.85	-0.486	-0.231	0.409	0.771	0.8	-0.186	-0.16	-0.108	-0.107	-0.074	-0.05	0.093	0.112	0.139	-0.694	-0.264	-0.148	-0.115	-0.082	-0.067	0.192	0.34
2123	4-31	-2.501	-1.85	-1.338	-1.267	-0.889	-0.369	0.413	0.468	0.758	1.03	1.34	-0.384	-0.275	-0.14	-0.108	0.079	0.113	0.131	0.165	0.255	-0.549	-0.318	-0.163	-0.097	-0.079	-0.027	0.401	0.596
2124	4-51	-2.812	-1.652	-1.501	-1.183	-1.026	-0.864	-0.586	0.117	0.465	0.824	2.036	-0.249	-0.179	-0.09	-0.071	-0.048	0.036	0.088	0.118	0.132	-0.318	-0.182	-0.124	-0.098	-0.055	-0.044	0.18	0.442
2125	3-52	-3.187	-1.967	-1.797	-1.541	-1.103	-0.902	-0.674	0.027	0.462	1.079	1.37	-0.222	-0.161	-0.117	-0.102	-0.061	0.044	0.183	0.226	0.259	-0.227	-0.177	-0.125	-0.11	-0.062	-0.05	0.405	0.8
2126	3-15	-2.659	-1.663	-1.378	-1.29	-1.07	-0.942	-0.762	-0.546	-0.376	0.348	0.677	-0.216	-0.179	-0.16	-0.105	-0.087	-0.074	-0.051	0.143	0.196	-0.727	-0.266	-0.201	-0.152	-0.126	-0.092	0.263	0.443
2127	3-6	-4.16	-2.497	-1.749	-1.062	-0.721	0.531	0.671	0.727	0.934	1.685	2.199	-0.364	-0.245	-0.124	-0.074	0.106	0.163	0.213	0.24	0.348	-0.673	-0.181	-0.137	-0.089	-0.047	0.056	0.327	0.394
2128	4-59	-3.196	-2.118	-1.83	-1.467	-1.144	-0.998	-0.82	-0.014	0.512	0.804	1.777	-0.276	-0.222	-0.144	-0.098	-0.058	0.009	0.078	0.153	0.23	-0.246	-0.183	-0.138	-0.098	-0.084	-0.06	0.262	0.293
2129	2-27	-2.721	-1.775	-1.271	-1.112	-1.075	-0.75	-0.063	0.456	0.59	0.95	2.197	-0.21	-0.178	-0.093	-0.067	-0.005	0.069	0.109	0.137	0.276	-0.352	-0.172	-0.113	-0.089	-0.054	-0.036	0.319	0.38
2130	3-15	-2.511	-1.673	-1.365	-1.285	-1.055	-0.945	-0.769	-0.544	-0.377	0.343	0.663	-0.226	-0.189	-0.163	-0.114	-0.091	-0.082	-0.054	0.148	0.187	-0.701	-0.293	-0.195	-0.161	-0.131	-0.092	0.271	0.467
2131	2-69	-2.643	-1.624	-1.486	-1.119	-0.916	-0.35	0.408	0.646	0.784	0.936	1.813	-0.29	-0.167	-0.085	-0.074	0.063	0.11	0.146	0.172	0.234	-0.532	-0.179	-0.087	-0.064	-0.048	-0.026	0.355	0.656
2132	2-57	-2.63	-2.045	-1.963	-1.666	-1.37	-1.162	-1	-0.835	-0.616	-0.378	0.603	-0.34	-0.171	-0.143	-0.133	-0.113	-0.079	-0.068	-0.054	0.271	-0.491	-0.218	-0.17	-0.113	-0.095	-0.092	-0.028	0.651
2133	3-10	-3.198	-1.286	-1.143	-1.022	-0.841	-0.755	-0.661	-0.528	0.268	0.549	1.876	-0.189	-0.168	-0.112	-0.097	-0.08	-0.064	0.086	0.181	0.314	-0.746	-0.215	-0.177	-0.135	-0.117	-0.092	0.271	0.334
2134	2-76	-3.205	-1.266	-1.161	-1.054	-0.791	-0.779	-0.722	-0.553	-0.253	0.524	0.934	-0.199	-0.159	-0.116	-0.11	-0.092	-0.068	-0.047	0.102	0.127	-0.786	-0.252	-0.204	-0.139	-0.115	-0.097	0.181	0.259
2135	3-12	-2.337	-1.556	-1.324	-1.049	-0.929	-0.848	-0.733	-0.635	0.189	0.61	1.203	-0.368	-0.181	-0.134	-0.109	-0.089	-0.07	0.063	0.152	0.25	-0.4	-0.226	-0.195	-0.142	-0.112	-0.109	0.255	0.361
2136	2-87	-2.11	-1.616	-1.122	-0.88	-0.715	0.461	0.588	0.663	0.989	1.329	1.769	-0.312	-0.153	-0.078	-0.049	0.077	0.085	0.105	0.16	0.187	-0.385	-0.185	-0.092	-0.063	-0.041	0.038	0.198	0.738
2137	2-33	-2.436	-1.751	-1.424	-1.194	-0.938	-0.655	0.456	0.609	0.818	1.108	1.58	-0.229	-0.161	-0.125	-0.087	0.139	0.163	0.188	0.197	0.245	-0.269	-0.138	-0.101	-0.076	-0.066	-0.049	0.355	0.465
2138	4-49	-2.309	-1.964	-1.479	-1.305	-1.119	-0.942	-0.802	-0.492	-0.42	0.405	0.544	-0.291	-0.229	-0.144	-0.136	-0.089	-0.077	-0.051	0.179	0.264	-0.644	-0.288	-0.197	-0.15	-0.111	-0.1	0.349	0.822
2139	4-47	-5.393	-2.849	-1.833	-0.98	-0.772	-0.585	0.316	0.492	0.658	1.145	1.322	-0.408	-0.306	-0.116	-0.112	0.076	0.109	0.126	0.194	0.256	-0.395	-0.181	-0.159	-0.103	-0.065	-0.03	0.378	0.856
2140	2-88	-2.071	-1.661	-1.386	-0.816	-0.783	-0.602	0.492	0.616	0.979	1.209	1.708	-0.197	-0.136	-0.072	-0.068	0.052	0.092	0.108	0.154	0.173	-0.192	-0.157	-0.106	-0.064	-0.045	-0.04	0.186	0.69
2141	4-55a	-2.323	-1.416	-1.323	-0.868	-0.238	0.579	0.602	0.782	0.985	1.367	2.008	-0.505	-0.462	-0.261	-0.077	0.306	0.316	0.33	0.384	0.501	-1.051	-0.537	-0.251	-0.129	-0.057	0.188	0.593	0.663
2142	2-29	-2.479	-1.796	-1.659	-1.248	-1.146	-0.696	0.425	0.598	0.693	1.147	2.437	-0.178	-0.171	-0.133	-0.112	0.132	0.161	0.172	0.219	0.243	-0.254	-0.159	-0.101	-0.074	-0.067	-0.061	0.372	0.586
2143	4-9	-2.672	-1.708	-1.457	-1.335	-1.124	-0.88	-0.76	-0.465	0.169	0.668	1.106	-0.319	-0.197	-0.149	-0.133	-0.105	-0.076	0.022	0.134	0.216	-1.325	-0.287	-0.183	-0.151	-0.143	-0.082	0.218	0.319
2144	2-93	-2.143	-1.998	-1.806	-1.424	-1.26	-0.866	-0.411	0.459	0.683	0.989	1.26	-0.258	-0.172	-0.099	-0.08	-0.027	0.104	0.127	0.151	0.225	-0.394	-0.217	-0.1	-0.074	-0.061	-0.035	0.285	0.509
2145	3-26	-1.743	-1.261	-1.067	-0.875	-0.596	-0.508	-0.048	0.582	0.806	1.086	1.779	-0.169	-0.132	-0.079	-0.066	0	0.049	0.072	0.085	0.168	-0.309	-0.154	-0.127	-0.098	-0.092	-0.06	0.104	0.303
2146	2-80	-1.631	-1.41	-1.314	-1.039	-0.954	-0.673	-0.618	0.336	0.583	0.925	1.866	-0.186	-0.145	-0.094	-0.084	-0.037	0.076	0.126	0.132	0.206	-0.276	-0.145	-0.133	-0.106	-0.074	-0.046	0.331	0.786
2147	3-7	-5.569	-2.065	-1.491	-1.282	-0.789	-0.515	0.563	0.652	0.897	1.365	2.947	-0.3	-0.184	-0.138	-0.103	0.071	0.102	0.177	0.226	0.348	-0.583	-0.149	-0.13	-0.105	-0.06	-0.012	0.383	0.482
2148	3-52	-2.306	-1.883	-1.844	-1.592	-1.172	-0.809	-0.672	0.044	0.467	0.854	1.59	-0.206	-0.164	-0.111	-0.102	-0.057	0.035	0.072	0.191	0.272	-0.231	-0.203	-0.12	-0.105	-0.074	-0.051	0.406	0.876
2149	2-57	-2.925	-2.577	-2.07	-1.518	-1.438	-1.231	-1.074	-0.858	-0.633	-0.333	0.457	-0.431	-0.202	-0.126	-0.119	-0.099	-0.087	-0.065	-0.056	0.159	-0.384	-0.197	-0.147	-0.136	-0.116	-0.084	-0.04	0.407
2150	2-35	-2.649	-1.598	-1.411	-1.26	-0.911	-0.675	0.358	0.557	0.721	0.991	2.041	-0.207	-0.156	-0.129	-0.111	0.123	0.142	0.151	0.17	0.216	-0.309	-0.145	-0.112	-0.094	-0.086	-0.059	0.327	0.392
2151	2-73	-1.986	-1.889	-1.522	-1.125	-0.976	-0.734	-0.684	0.356	0.607	1.043	1.952	-0.4	-0.264	-0.097	-0.088	-0.032	0.07	0.11	0.228	0.401	-0.576	-0.242	-0.158	-0.12	-0.066	-0.047	0.21	0.649
2152	2-86	-2.156	-1.643	-1.394	-0.905	-0.756	-0.038	0.511	0.727	1.147	1.348	2.013	-0.211	-0.138	-0.095	-0.058	0.067	0.107	0.135	0.148	0.232	-0.396	-0.138	-0.096	-0.075	-0.06	-0.002	0.234	0.351
2153	3-53	-2.112	-1.78	-1.686	-1.465	-1.071	-0.772	-0.648	0.061	0.662	0.881	1.619	-0.326	-0.206	-0.141	-0.11	-0.058	0.026	0.08	0.162	0.293	-0.366	-0.261	-0.131	-0.121	-0.094	-0.051	0.212	0.93
2154	2-23	-1.909	-1.565	-1.228	-1.055	-0.881	-0.648	-0.256	0.463	0.733	0.939	1.234	-0.378	-0.173	-0.099	-0.087	-0.026	0.102	0.121	0.135	0.142	-0.625	-0.285	-0.146	-0.111	-0.061	-0.04	0.196	0.369
2155	2-48	-1.812	-1.543	-1.329	-1.012	-0.833	-0.762	-0.568	0.32	0.698	0.893	1.423	-0.213	-0.12	-0.068	-0.055	-0.032	0.064	0.098	0.112	0.158	-0.267	-0.139	-0.104	-0.074	-0.056	-0.036	0.207	0.454
2156	3-40	-2.899	-1.952	-1.561	-1.288	-0.979	-0.451	0.551	0.664	0.78	1.436	1.995	-0.334	-0.265	-0.181	-0.18	0.151	0.211	0.221	0.269	0.285	-0.66	-0.287	-0.161	-0.115	-0.092	-0.034	0.4	0.563
2157	4-41	-1.774	-1.311	-1.049	-0.823	0.12	0.604	0.777	1.156	1.385	1.433	2.056	-0.517	-0.42	-0.23	-0.025	0.181	0.189	0.219	0.293	0.381	-0.502	-0.367	-0.26	-0.239	-0.045	0.089	0.399	0.697
2158	2-51	-2.086	-1.698	-1.515	-1.229	-1.047	-0.722	-0.608	0.092	0.521	0.997	1.357	-0.228	-0.148	-0.094	-0.081	-0.045	0.018	0.085	0.135	0.185	-0.249	-0.14	-0.132	-0.101	-0.075	-0.047	0.176	0.604
2159	2-27	-2.345	-1.821	-1.199	-1.053	-0.968	-0.787	-0.069	0.511	0.618	1.126	1.621	-0.265	-0.17	-0.114	-0.093	0.004	0.099	0.124	0.173	0.308	-0.401	-0.223	-0.14	-0.124	-0.066	-0.044	0.31	0.535
2160	2-50	-2.432	-1.586	-1.202	-1.111	-0.953	-0.785	-0.594	0.016	0.449	0.724	1.644	-0.189	-0.122	-0.093	-0.08	-0.046	0.011	0.087	0.14	0.187	-0.247	-0.157	-0.13	-0.095	-0.072	-0.051	0.266	0.492
2161	2-85	-2.215	-1.762	-1.571	-1.382	-1.254	-0.848	-0.386	0.407	0.636	0.952	1.2	-0.214	-0.173	-0.106	-0.082	-0.024	0.093	0.133	0.142	0.212	-0.363	-0.215	-0.106	-0.078	-0.062	-0.038	0.319	0.497
2162	4-41	-1.476	-1.316	-1.113	-0.888	0.031	0.524	0.743	0.956	1.112	1.735	2.825	-0.38	-0.288	-0.142	0.017	0.16	0.189	0.253	0.309	0.388	-0.859	-0.211	-0.176	-0.104	0.019	0.085	0.432	0.902
2163	2-79	-2.138	-1.704	-1.391	-1.001	-0.796	-0.689	-0.479	0.271	0.586	0.846	1.293	-0.165	-0.124	-0.067	-0.031	-0.02	0.02	0.04	0.081	0.128	-0.188	-0.14	-0.095	-0.072	-0.04	-0.027	0.143	0.258
2164	3-35	-5.34	-2.603	-1.476	-1.41	-1.253	-0.95	-0.014	0.437	0.603	0.831	0.988	-0.271	-0.217	-0.141	-0.089	0.04	0.149	0.198	0.221	0.241	-0.347	-0.181	-0.14	-0.061	-0.048	-0.026	0.434	0.826
2165	2-69	-2.581	-1.62	-1.466	-1.124	-0.931	-0.355	0.415	0.641	0.795	0.937	1.83	-0.294	-0.16	-0.083	-0.074	0.06	0.111	0.152	0.175	0.236	-0.547	-0.169	-0.09	-0.063	-0.05	-0.03	0.367	0.626
2166	3-54	-2.453	-1.943	-1.677	-1.271	-1.106	-0.92	-0.701	0.345	0.49	0.722	1.31	-0.256	-0.226	-0.125	-0.094	-0.048	0.058	0.135	0.145	0.229	-0.885	-0.212	-0.101	-0.098	-0.068	-0.042	0.289	0.608
2167	2-27	-2.59	-1.893	-1.142	-1.099	-0.951	-0.754	-0.063	0.503	0.646	1	1.74	-0.276	-0.214	-0.102	-0.079	-0.005	0.074	0.101	0.14	0.289	-0.384	-0.213	-0.185	-0.103	-0.066	-0.037	0.279	0.436
2168	2-28	-2.419	-1.711	-1.359	-1.1	-0.975	-0.912	-0.429	0.523	0.644	0.916	1.923	-0.349	-0.211	-0.109	-0.083	-0.04	0.109	0.112	0.148	0.346	-0.385	-0.213	-0.15	-0.103	-0.064	-0.04	0.238	0.521
2169	2-35	-2.714	-1.59	-1.358	-1.238	-0.881	-0.672	0.349	0.553	0.695	0.989	2.018	-0.197	-0.158	-0.126	-0.113	0.092	0.14	0.147	0.169	0.217	-0.3	-0.148	-0.114	-0.103	-0.087	-0.06	0.329	0.406
2170	3-43	-2.553	-2.009	-1.472	-1.129	-1.102	-0.82	0.216	0.596	0.67	0.905	1.331	-0.311	-0.136	-0.08	-0.052	0.036	0.111	0.163	0.236	0.271	-0.666	-0.121	-0.098	-0.052	-0.037	-0.023	0.361	0.424
2171	2-48	-1.855	-1.566	-1.369	-1.037	-0.87	-0.702	-0.543	0.293	0.571	1.041	1.221	-0.18	-0.127	-0.078	-0.068	-0.033	0.053	0.091	0.111	0.153	-0.183	-0.147	-0.113	-0.095	-0.067	-0.038	0.199	0.583
2172	3-48	-2.443	-1.743	-1.336	-1.123	-0.987	-0.75	-0.566	0.388	0.516	0.847	1.346	-0.222	-0.182	-0.117	-0.099	-0.05	0.066	0.11	0.139	0.205	-0.447	-0.198	-0.161	-0.122	-0.089	-0.054	0.257	0.402
2173	2-66	-1.969	-1.688	-1.309	-1.137	-0.926	-0.732	-0.56	0.266	0.652	0.867	1.35	-0.145	-0.114	-0.067	-0.057	-0.042	0.039	0.061	0.117	0.209	-0.203	-0.141	-0.117	-0.092	-0.051	-0.036	0.159	0.816
2174	3-46	-2.23	-1.459	-1.388	-1.266	-0.885	-0.826	-0.402	0.535	0.584	1.056	1.291	-0.262	-0.191	-0.151	-0.126	-0.04	0.133	0.137	0.176	0.324	-0.45	-0.29	-0.167	-0.121	-0.103	-0.037	0.249	0.722
2175	2-69	-2.427	-1.799	-1.534	-1.186	-0.975	-0.377	0.446	0.629	0.793	1.123	2.042	-0.298	-0.189	-0.098	-0.076	0.053	0.121	0.158	0.177	0.244	-0.547	-0.155	-0.094	-0.073	-0.052	-0.035	0.422	0.594
2176	3-26	-1.82	-1.305	-1.087	-0.916	-0.849	-0.546	-0.141	0.57	0.834	1.021	1.578	-0.133	-0.109	-0.08	-0.057	0	0.038	0.073	0.088	0.142	-0.201	-0.132	-0.102	-0.085	-0.063	-0.045	0.155	0.279
2177	2-61	-1.773	-1.712	-1.601	-1.343	-1.077	-0.721	-0.457	0.341	0.64	0.799	0.865	-0.273	-0.224	-0.123	-0.097	-0.043	0.113	0.134	0.17	0.28	-0.438	-0.333	-0.169	-0.09	-0.071	-0.051	0.33	0.939
2178	3-41	-2.592	-2.5	-1.701	-1.348	-0.792	-0.534	0.568	0.743	0.92	0.998	1.337	-0.361	-0.268	-0.199	-0.148	0.087	0.104	0.133	0.18	0.218	-0.412	-0.284	-0.149	-0.134	-0.085	-0.064	0.227	0.339
2179	3-48	-2.52	-1.758	-1.321	-1.156	-0.988	-0.733	-0.554	0.386	0.513	0.827	1.328	-0.191	-0.18	-0.126	-0.092	-0.044	0.06	0.105	0.137	0.197	-0.449	-0.184	-0.156	-0.113	-0.081	-0.047	0.248	0.409
2180	3-54	-2.642	-1.918	-1.614	-1.497	-1.155	-0.946	-0.665	0.328	0.425	0.723	0.976	-0.284	-0.196	-0.14	-0.124	-0.065	0.071	0.122	0.169	0.224	-1.027	-0.165	-0.131	-0.115	-0.105	-0.057	0.413	0.682
2181	2-83	-2.827	-2.109	-1.493	-1.319	-0.904	-0.697	0.159	0.521	0.691	0.844	1.443	-0.179	-0.117	-0.086	-0.068	0.012	0.07	0.11	0.142	0.178	-0.319	-0.124	-0.095	-0.055	-0.045	-0.037	0.254	0.503
2182	2-92	-1.935	-1.382	-1.267	-1.175	-0.87	-0.666	-0.287	0.418	0.708	1.205	1.815	-0.249	-0.139	-0.076	-0.066	-0.009	0.075	0.109	0.151	0.201	-0.272	-0.207	-0.123	-0.061	-0.052	-0.043	0.271	0.604
